receipt_id,bill_id,date,hour,item_name,category,quantity,unit_price,payment_method,channel,cashier,customer_age_group,customer_distance_km,loyalty_member
R00293,B1184,13-01-2025,14,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Amir,36-50,0.3,No
R03053,B2879,04-03-2025,11,xxx,Other,1,0.01,Online,Online,Carlos,26-35,1,No
R01194,B1743,21-02-2025,16,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,18-25,2.7,No
R01053,B1649,14-02-2025,17,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,26-35,0.7,No
R01534,B1941,08-03-2025,13,Soap Bar,Household,1,0.7,Cash,In-store,Bina,65+,2.2,No
R01684,B2035,14-03-2025,20,bread,Bakery,1,1,Card,In-store,Bina,26-35,5.6,No
R01001,B1611,12-02-2025,18,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,26-35,1.1,No
R00733,B1451,01-02-2025,16,Cooking Oil 1L,Pantry,3,3.2,Card,In-store,Bina,36-50,4.3,Yes
R02351,B2465,29-04-2025,19,coca cola,Beverages,1,1.2,Cash,In-store,Amir,18-25,0.4,No
R00910,B1556,09-02-2025,9,coke,Beverages,1,1.2,Cash,In-store,Amir,51-65,0.9,No
R01605,B1985,11-03-2025,16,Fresh Vegetables Pack,Fresh,2,3.5,Online,Online,Amir,26-35,3.4,No
R01318,B1817,27-02-2025,9,Fresh Vegetables Pack,Fresh,3,3.5,Cash,In-store,Amir,65+,2.4,No
R02387,B2483,01-05-2025,11,Coca Cola 500ml,Beverages,1,1.2,Cash,In-store,Bina,51-65,1.6,No
R02799,B2723,19-05-2025,17,Bottled Water 1.5L,Beverages,3,0.8,Cash,In-store,Amir,51-65,1.1,No
R00735,B1451,01-02-2025,16,Chocolate Bar,Snacks,2,0.9,Card,In-store,Bina,36-50,4.3,Yes
R01900,B2175,25-03-2025,20,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,51-65,2.1,No
R02139,B2327,09-04-2025,16,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,51-65,1,Yes
R00314,B1196,14-01-2025,22,Rice 1kg,Pantry,2,2,Online,Online,Bina,36-50,1.2,No
R01691,B2041,15-03-2025,11,Soap Bar,Household,3,0.7,Cash,In-store,Amir,65+,1.3,No
R02256,B2401,19-04-2025,17,White Bread,Bakery,1,1,Cash,In-store,Bina,65+,1.6,No
R00821,B1505,05-02-2025,17,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Carlos,51-65,0.7,Yes
R00911,B1557,09-02-2025,12,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,65+,0.5,No
R02391,B2486,01-05-2025,13,Instant Noodles,Pantry,2,0.6,Cash,In-store,Bina,36-50,1.5,No
R00076,B1048,04-01-2025,15,White bread,Bakery,3,1,Cash,In-store,Carlos,65+,1.5,No
R00875,B1536,07-02-2025,17,Cooking Oil 1L,Pantry,1,3.2,Online,Online,Bina,26-35,3.8,Yes
R02864,B2768,23-05-2025,14,Instant Noodles,Pantry,3,0.6,Online,Online,Bina,26-35,6.1,No
R01357,B1840,28-02-2025,13,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,18-25,1.2,No
R00704,B1432,31-01-2025,22,Rice 1kg,Pantry,2,2,Cash,In-store,Carlos,65+,2.3,Yes
R02883,B2778,23-05-2025,18,Instant Noodles,Pantry,2,0.6,Online,Online,Amir,26-35,6.3,No
R02655,B2636,13-05-2025,18,Rice 1kg,Pantry,2,2,Card,In-store,Amir,26-35,7.6,No
R00436,B1267,19-01-2025,13,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,36-50,0.3,No
R02235,B2385,17-04-2025,16,bread,Bakery,4,1,Cash,In-store,Carlos,65+,2.7,No
R00535,B1321,23-01-2025,16,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,36-50,0.8,No
R00790,B1486,03-02-2025,20,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,65+,2.2,No
R02313,B2436,25-04-2025,13,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,51-65,2,No
R01117,B1692,17-02-2025,22,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,51-65,1.1,No
R02942,B2812,26-05-2025,20,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,65+,1.3,Yes
R00454,B1274,20-01-2025,18,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,51-65,0.2,Yes
R02117,B2314,09-04-2025,12,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,51-65,2.2,Yes
R02384,B2481,01-05-2025,9,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Bina,36-50,2,No
R01700,B2046,15-03-2025,16,Coca Cola 500ml,Beverages,1,1.2,Cash,In-store,Amir,51-65,2.2,No
R01808,B2121,21-03-2025,11,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,36-50,0.1,No
R00403,B1249,18-01-2025,10,coca cola,Beverages,1,1.2,Cash,In-store,Amir,18-25,0.5,Yes
R00885,B1541,07-02-2025,17,Tea Bags (25),Pantry,2,2.5,Card,In-store,Amir,51-65,4.9,No
R01193,B1742,21-02-2025,14,Instant Noodles,Pantry,1,0.6,Cash,In-store,Bina,51-65,0.9,Yes
R02628,B2622,12-05-2025,17,Bottled Water 1.5L,Beverages,2,0.8,Online,Online,Carlos,18-25,6,No
R01598,B1980,11-03-2025,8,bread,Bakery,1,1,Cash,In-store,Amir,18-25,0.8,No
R01527,B1937,07-03-2025,9,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,51-65,1.8,No
R01733,B2070,17-03-2025,15,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,51-65,1.4,No
R00095,B1062,05-01-2025,7,Eggs (6),Dairy,2,1.8,Cash,In-store,Bina,51-65,0.7,Yes
R01584,B1969,10-03-2025,11,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,65+,1.5,No
R00525,B1314,22-01-2025,17,bread,Bakery,1,1,Cash,In-store,Amir,51-65,1.9,No
R00342,B1211,15-01-2025,12,Soap Bar,Household,1,0.7,Cash,In-store,Bina,36-50,1,Yes
R01378,B1854,01-03-2025,13,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,65+,1.4,No
R00422,B1259,19-01-2025,20,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,65+,0.7,No
R02756,B2696,17-05-2025,16,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Bina,26-35,2.3,Yes
R01127,B1698,18-02-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,36-50,1.2,No
R02527,B2564,08-05-2025,9,Milk 1L,Dairy,2,1.4,Cash,In-store,Carlos,51-65,0.4,Yes
R00255,B1161,12-01-2025,15,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,65+,1.3,Yes
R00663,B1406,29-01-2025,11,bread,Bakery,1,1,Cash,In-store,Amir,65+,0.1,No
R03010,B2853,29-05-2025,21,Soap Bar,Household,1,0.7,Card,In-store,Bina,18-25,6,Yes
R00933,B1574,10-02-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,36-50,1.7,No
R00739,B1454,01-02-2025,12,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Bina,26-35,2.3,No
R01729,B2066,17-03-2025,14,White Bread,Bakery,1,1,Cash,In-store,Carlos,18-25,1.8,No
R01952,B2211,28-03-2025,16,bread,Bakery,2,1,Card,In-store,Amir,26-35,3.8,No
R02687,B2657,14-05-2025,12,White bread,Bakery,4,1,Cash,In-store,Carlos,51-65,2.1,Yes
R00550,B1331,24-01-2025,13,Potato Chips,Snacks,3,1.1,Online,Online,Bina,26-35,2.1,Yes
R02469,B2530,05-05-2025,10,Soap Bar,Household,2,0.7,Cash,In-store,Bina,26-35,1.3,No
R00086,B1056,05-01-2025,16,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Bina,18-25,0.8,No
R02973,B2833,27-05-2025,17,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,36-50,0.6,No
R01978,B2225,29-03-2025,8,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Carlos,65+,0.2,Yes
R00170,B1106,08-01-2025,14,Soap Bar,Household,1,0.7,Card,In-store,Carlos,18-25,4.8,No
R00740,B1455,01-02-2025,13,Soap Bar,Household,2,0.7,Cash,In-store,Amir,18-25,0.7,Yes
R01998,B2237,30-03-2025,7,coke,Beverages,1,1.2,Cash,In-store,Carlos,18-25,1,No
R01593,B1975,10-03-2025,21,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,36-50,1.1,Yes
R02064,B2279,01-04-2025,15,Coca Cola 500ml,Beverages,4,1.2,Cash,In-store,Carlos,51-65,0.6,Yes
R01576,B1964,10-03-2025,16,Fresh Vegetables Pack,Fresh,2,3.5,Card,In-store,Amir,18-25,2.4,Yes
R00064,B1040,03-01-2025,13,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,65+,2,No
R02266,B2406,21-04-2025,9,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,65+,1.4,Yes
R00973,B1594,11-02-2025,22,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,65+,1.6,No
R01587,B1970,10-03-2025,16,Coca Cola 500ml,Beverages,2,1.2,Cash,In-store,Carlos,51-65,1.3,Yes
R02003,B2240,30-03-2025,13,Soap Bar,Household,4,0.7,Cash,In-store,Amir,51-65,1.6,No
R01939,B2201,27-03-2025,22,Soap Bar,Household,2,0.7,Cash,In-store,Carlos,65+,0.2,Yes
R00629,B1383,27-01-2025,13,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,18-25,1.3,Yes
R02289,B2422,23-04-2025,11,Soap Bar,Household,2,0.7,Cash,In-store,Bina,26-35,0.5,No
R01444,B1887,03-03-2025,17,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Bina,26-35,0.3,Yes
R02228,B2379,17-04-2025,11,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,36-50,0.7,Yes
R00074,B1046,04-01-2025,12,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Amir,65+,2,No
R00514,B1308,22-01-2025,17,Soap Bar,Household,1,0.7,Cash,In-store,Amir,36-50,0.7,No
R02787,B2715,19-05-2025,20,Eggs (6),Dairy,2,1.8,Cash,In-store,Bina,51-65,0.4,Yes
R02486,B2540,06-05-2025,16,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,26-35,0.4,No
R01799,B2114,21-03-2025,7,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,65+,0.1,Yes
R01951,B2211,28-03-2025,16,White Bread,Bakery,4,1,Card,In-store,Amir,26-35,3.8,No
R00055,B1033,03-01-2025,12,Instant Noodles,Pantry,2,0.6,Cash,In-store,Amir,36-50,1.7,No
R01069,B1660,15-02-2025,16,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,26-35,1.1,No
R01049,B1646,14-02-2025,13,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,36-50,2.7,No
R02343,B2458,27-04-2025,7,Milk 1L,Dairy,2,1.4,Cash,In-store,Amir,65+,0.9,No
R00163,B1102,08-01-2025,10,Coca Cola 500ml,Beverages,1,1.2,Card,In-store,Bina,18-25,4.9,Yes
R02703,B2666,15-05-2025,12,Fresh Vegetables Pack,Fresh,3,3.5,Cash,In-store,Carlos,18-25,1.6,No
R00810,B1498,04-02-2025,14,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,65+,2.2,No
R01038,B1637,14-02-2025,16,White Bread,Bakery,1,1,Cash,In-store,Carlos,36-50,1.2,Yes
R02967,B2829,27-05-2025,15,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Amir,65+,1.5,No
R00498,B1298,21-01-2025,22,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,65+,1.6,No
R02215,B2372,17-04-2025,18,White Bread,Bakery,1,1,Online,Online,Amir,26-35,2.2,No
R01458,B1894,04-03-2025,8,Potato Chips,Snacks,1,1.1,Card,In-store,Amir,65+,1.8,Yes
R02348,B2462,27-04-2025,10,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,65+,2.2,No
R00159,B1101,08-01-2025,16,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Bina,36-50,1.3,Yes
R00848,B1521,06-02-2025,13,Potato Chips,Snacks,1,1.1,Card,In-store,Carlos,18-25,6.1,Yes
R02952,B2819,26-05-2025,18,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,26-35,2.1,No
R03049,B2875,08-03-2025,14,test item,Other,1,0.01,Online,Online,Carlos,26-35,1,No
R02745,B2690,17-05-2025,13,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,36-50,1,No
R01007,B1615,12-02-2025,14,Tea Bags (25),Pantry,1,2.5,Online,Online,Carlos,36-50,3.7,No
R00152,B1098,08-01-2025,10,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Carlos,26-35,0.1,No
R02821,B2736,20-05-2025,13,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,51-65,3.3,No
R00624,B1379,27-01-2025,9,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,51-65,0.8,Yes
R02989,B2842,28-05-2025,21,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,51-65,1.3,No
R01342,B1829,27-02-2025,17,Eggs (6),Dairy,1,1.8,Card,In-store,Amir,36-50,3.7,No
R01350,B1835,28-02-2025,13,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Amir,51-65,1.5,No
R02727,B2679,16-05-2025,19,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,65+,1.4,No
R02981,B2836,28-05-2025,14,White Bread,Bakery,3,1,Online,Online,Carlos,26-35,4.6,No
R00115,B1073,06-01-2025,11,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,36-50,0.4,No
R00154,B1099,08-01-2025,15,Fresh Vegetables Pack,Fresh,2,3.5,Card,In-store,Amir,18-25,2,Yes
R00180,B1112,09-01-2025,14,Instant Noodles,Pantry,2,0.6,Cash,In-store,Bina,65+,1.7,Yes
R02776,B2707,18-05-2025,19,White bread,Bakery,1,1,Cash,In-store,Carlos,65+,0.2,No
R00432,B1265,19-01-2025,17,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,51-65,0.7,No
R02079,B2288,03-04-2025,17,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,36-50,0.1,No
R02304,B2430,23-04-2025,22,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Bina,36-50,1.4,Yes
R00694,B1424,30-01-2025,16,Coca Cola 500ml,Beverages,3,1.2,Cash,In-store,Amir,51-65,2.4,Yes
R02653,B2636,13-05-2025,18,Frozen Meals,Frozen,1,4,Card,In-store,Amir,26-35,7.6,Yes
R00421,B1259,19-01-2025,20,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Carlos,65+,0.7,No
R00936,B1576,10-02-2025,10,Coca Cola 500ml,Beverages,4,1.2,Cash,In-store,Bina,65+,1.3,Yes
R00441,B1269,19-01-2025,13,Cooking Oil 1L,Pantry,2,3.2,Card,In-store,Amir,36-50,2.4,Yes
R01535,B1941,08-03-2025,13,Eggs (6),Dairy,4,1.8,Cash,In-store,Bina,65+,2.2,No
R01825,B2131,22-03-2025,16,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,18-25,0.8,No
R02369,B2473,29-04-2025,7,Instant Noodles,Pantry,3,0.6,Cash,In-store,Bina,36-50,1.4,Yes
R02957,B2822,27-05-2025,10,Rice 1kg,Pantry,2,2,Cash,In-store,Carlos,26-35,1,Yes
R00558,B1335,24-01-2025,13,Milk 1L,Dairy,3,1.4,Online,Online,Carlos,18-25,0.5,No
R00665,B1408,29-01-2025,18,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,26-35,1.6,Yes
R02849,B2758,22-05-2025,19,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Carlos,18-25,2.1,No
R02447,B2515,04-05-2025,18,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Amir,36-50,1,No
R02036,B2264,31-03-2025,16,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,51-65,1.7,No
R00905,B1552,08-02-2025,14,Instant Noodles,Pantry,1,0.6,Cash,In-store,Bina,65+,1.2,No
R02214,B2372,17-04-2025,18,Chocolate Bar,Snacks,2,0.9,Online,Online,Amir,26-35,2.2,No
R01120,B1694,17-02-2025,21,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,51-65,0.8,No
R00994,B1606,12-02-2025,8,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,51-65,0.4,Yes
R01651,B2012,13-03-2025,18,Potato Chips,Snacks,1,1.1,Card,In-store,Amir,18-25,5.1,No
R02171,B2344,11-04-2025,8,Coca Cola 500ml,Beverages,1,1.2,Cash,In-store,Amir,18-25,1.5,No
R01156,B1718,19-02-2025,15,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,36-50,2.7,Yes
R00461,B1278,20-01-2025,13,Soap Bar,Household,1,0.7,Card,In-store,Bina,18-25,4.1,No
R02058,B2275,01-04-2025,9,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,36-50,0.6,No
R01761,B2089,19-03-2025,17,Milk 1L,Dairy,2,1.4,Cash,In-store,Amir,26-35,1.4,No
R01386,B1858,01-03-2025,18,Potato Chips,Snacks,2,1.1,Online,Online,Amir,65+,3.3,No
R01965,B2218,28-03-2025,9,Eggs (6),Dairy,1,1.8,Card,In-store,Amir,18-25,1.7,No
R02626,B2621,11-05-2025,15,Rice 1kg,Pantry,2,2,Cash,In-store,Carlos,26-35,1.4,No
R02244,B2393,19-04-2025,9,Coca Cola 500ml,Beverages,1,1.2,Cash,In-store,Carlos,65+,0.1,No
R02803,B2726,19-05-2025,15,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,51-65,1.1,No
R02169,B2343,11-04-2025,22,Eggs (6),Dairy,1,1.8,Cash,In-store,Bina,51-65,0.7,No
R00189,B1119,09-01-2025,15,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,51-65,2.2,Yes
R03048,B2874,20-04-2025,13,xxx,Other,1,0.01,Card,Online,Amir,26-35,1,No
R02397,B2490,02-05-2025,15,White bread,Bakery,2,1,Cash,In-store,Carlos,65+,1.1,No
R02471,B2531,05-05-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,65+,2,No
R02038,B2265,31-03-2025,19,Rice 1kg,Pantry,1,2,Online,Online,Bina,36-50,5.9,No
R02805,B2727,19-05-2025,9,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,65+,0.7,No
R01064,B1657,15-02-2025,11,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,26-35,1.4,Yes
R01476,B1907,05-03-2025,15,Frozen Meals,Frozen,2,4,Cash,In-store,Amir,65+,0.7,No
R02907,B2791,24-05-2025,17,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Carlos,26-35,0.4,Yes
R02052,B2272,01-04-2025,14,Coca Cola 500ml,Beverages,2,1.2,Card,In-store,Bina,26-35,5.4,Yes
R02583,B2597,10-05-2025,16,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,51-65,0.3,No
R00883,B1541,07-02-2025,17,White Bread,Bakery,2,1,Card,In-store,Amir,51-65,4.9,No
R02349,B2463,27-04-2025,20,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,18-25,1.5,Yes
R00371,B1230,16-01-2025,14,Rice 1kg,Pantry,2,2,Cash,In-store,Carlos,26-35,2.3,Yes
R01439,B1884,03-03-2025,12,Rice 1kg,Pantry,1,2,Card,In-store,Amir,26-35,4.5,No
R00225,B1142,11-01-2025,16,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,26-35,2.1,No
R00675,B1414,29-01-2025,11,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,51-65,0.4,No
R02949,B2818,26-05-2025,18,Fresh Vegetables Pack,Fresh,2,3.5,Card,In-store,Carlos,26-35,7.4,Yes
R01265,B1784,24-02-2025,16,bread,Bakery,2,1,Online,Online,Bina,26-35,2.7,No
R02979,B2836,28-05-2025,14,Eggs (6),Dairy,1,1.8,Online,Online,Carlos,26-35,4.6,No
R00359,B1222,16-01-2025,7,Milk 1L,Dairy,4,1.4,Cash,In-store,Carlos,65+,0.5,No
R01682,B2035,14-03-2025,20,Cooking Oil 1L,Pantry,1,3.2,Card,In-store,Bina,26-35,5.6,Yes
R02992,B2844,28-05-2025,19,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Bina,36-50,1.1,Yes
R00983,B1601,11-02-2025,14,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,51-65,2.3,Yes
R00102,B1065,05-01-2025,17,Soap Bar,Household,1,0.7,Cash,In-store,Amir,51-65,1.8,No
R01905,B2178,26-03-2025,17,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Bina,36-50,2,Yes
R00297,B1186,13-01-2025,16,Instant Noodles,Pantry,3,0.6,Online,Online,Bina,26-35,5.2,No
R02338,B2454,27-04-2025,14,Frozen Meals,Frozen,3,4,Cash,In-store,Carlos,26-35,1.3,No
R00011,B1004,01-01-2025,14,Rice 1kg,Pantry,1,2,Online,Online,Amir,18-25,7.6,Yes
R00845,B1518,06-02-2025,15,Potato Chips,Snacks,1,1.1,Card,In-store,Amir,26-35,5.2,No
R00494,B1294,21-01-2025,22,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,36-50,1.5,No
R00697,B1427,30-01-2025,18,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Bina,51-65,1.6,No
R00938,B1577,10-02-2025,11,Cooking Oil 1L,Pantry,3,3.2,Cash,In-store,Carlos,36-50,0.5,Yes
R01129,B1700,18-02-2025,12,Rice 1kg,Pantry,2,2,Cash,In-store,Bina,51-65,1.3,No
R01276,B1790,24-02-2025,22,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,51-65,1.8,No
R00385,B1239,17-01-2025,11,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,51-65,1.1,No
R02771,B2705,18-05-2025,13,Soap Bar,Household,1,0.7,Cash,In-store,Amir,18-25,1.2,Yes
R01562,B1956,09-03-2025,7,Instant Noodles,Pantry,1,0.6,Cash,In-store,Bina,65+,2.2,No
R02412,B2499,02-05-2025,13,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,51-65,0.6,No
R01430,B1880,03-03-2025,10,Frozen Meals,Frozen,3,4,Cash,In-store,Carlos,51-65,1.4,Yes
R00851,B1523,06-02-2025,12,Soap Bar,Household,1,0.7,Cash,In-store,Bina,26-35,1.1,No
R01008,B1616,12-02-2025,7,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Bina,26-35,0.5,No
R00262,B1165,12-01-2025,22,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,26-35,2.2,No
R00245,B1156,11-01-2025,12,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,18-25,2.3,No
R01136,B1704,18-02-2025,16,Instant Noodles,Pantry,3,0.6,Cash,In-store,Amir,51-65,1.3,Yes
R01903,B2176,26-03-2025,14,Frozen Meals,Frozen,2,4,Cash,In-store,Amir,51-65,2,No
R01975,B2224,29-03-2025,17,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Amir,26-35,2.2,No
R00853,B1524,06-02-2025,16,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Bina,18-25,0.6,No
R02499,B2549,06-05-2025,14,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,36-50,1.8,No
R02150,B2334,11-04-2025,13,White Bread,Bakery,3,1,Cash,In-store,Bina,51-65,1.9,No
R01817,B2127,22-03-2025,22,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,36-50,0.6,No
R02494,B2546,06-05-2025,14,Soap Bar,Household,1,0.7,Cash,In-store,Amir,51-65,1.2,Yes
R02407,B2497,02-05-2025,16,Milk 1L,Dairy,1,1.4,Online,Online,Bina,26-35,6,No
R01572,B1961,10-03-2025,14,Cooking Oil 1L,Pantry,1,3.2,Card,In-store,Amir,26-35,4.3,No
R02692,B2660,15-05-2025,15,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,65+,1.5,Yes
R02331,B2450,27-04-2025,17,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,65+,1.6,No
R02039,B2265,31-03-2025,19,Chocolate Bar,Snacks,1,0.9,Online,Online,Bina,36-50,5.9,Yes
R00149,B1097,08-01-2025,12,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,36-50,2.5,No
R00909,B1555,09-02-2025,8,Eggs (6),Dairy,3,1.8,Cash,In-store,Carlos,26-35,1.4,No
R02173,B2346,13-04-2025,7,Tea Bags (25),Pantry,4,2.5,Cash,In-store,Bina,26-35,0.3,No
R00118,B1075,06-01-2025,13,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,36-50,1.5,No
R00167,B1105,08-01-2025,15,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,26-35,1.3,No
R02769,B2704,18-05-2025,13,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,26-35,2.2,Yes
R02956,B2821,27-05-2025,13,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,36-50,1.8,No
R01291,B1800,25-02-2025,17,Milk 1L,Dairy,1,1.4,Cash,In-store,Bina,65+,1.4,Yes
R01000,B1611,12-02-2025,18,White bread,Bakery,1,1,Cash,In-store,Carlos,26-35,1.1,No
R02123,B2316,09-04-2025,22,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,26-35,1.1,No
R02880,B2776,23-05-2025,17,Soap Bar,Household,1,0.7,Cash,In-store,Bina,18-25,1.6,No
R00641,B1391,28-01-2025,20,bread,Bakery,3,1,Cash,In-store,Carlos,65+,1.4,No
R02651,B2635,13-05-2025,14,coca cola,Beverages,1,1.2,Cash,In-store,Amir,36-50,2.4,No
R01147,B1711,18-02-2025,9,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,18-25,1.3,No
R01104,B1683,17-02-2025,18,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,18-25,1.3,No
R02162,B2340,11-04-2025,16,Tea Bags (25),Pantry,1,2.5,Card,In-store,Carlos,26-35,2.2,No
R01359,B1841,28-02-2025,15,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,18-25,0.2,No
R00971,B1593,11-02-2025,15,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,26-35,0.4,Yes
R02040,B2266,31-03-2025,14,Instant Noodles,Pantry,1,0.6,Card,In-store,Amir,26-35,1.5,No
R00982,B1600,11-02-2025,10,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,51-65,1.3,No
R03073,B2899,21-04-2025,20,test item,Other,1,0.01,Card,Online,Amir,26-35,1,No
R00482,B1287,21-01-2025,14,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Amir,36-50,0.9,No
R02276,B2413,21-04-2025,17,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,36-50,0.7,No
R00409,B1252,18-01-2025,16,Coca Cola 500ml,Beverages,4,1.2,Cash,In-store,Amir,36-50,0.7,No
R01026,B1629,13-02-2025,17,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,36-50,1.6,No
R01968,B2219,29-03-2025,15,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Carlos,65+,0.8,No
